String ID,Dev Notes / Context,Character Limit,Text
"Good job Hunter!\nNow we should be able to pick up radio signals from the surrounding areas.\nWhile you were in the makeshift camp you may have noticed an old train station, it was used by the Green Army during the evacuation after the explosion at the plant to get supplies to the camp. After a short time they were forced to leave that area because of radiation.\nNow that train station is under the control of bandits, it wouldn't be a problem because there is very little left to loot now but it is the only way to the industrial zone and the other maps.\nIf we want to get to them you have to clear the station. No need to kill them all, just eliminate Orel, he is the leader in that area.\nAfter you do that I am sure they will let us pass every time.\nAfter this work I am sure the Green Army will give you some missions to do so make sure you talk to Artemovich.",Quest descriptions,1024,"Beau travail, chasseur !\nOn devrait maintenant capter des signaux radio des environs.\nPendant que tu étais au camp de fortune, tu as peut-être remarqué une vieille gare. L’Armée Verte l’utilisait pour ravitailler le camp pendant l’évacuation après l’explosion de la centrale, puis ils ont dû quitter la zone à cause de la radiation.\nAujourd’hui la gare est aux mains des bandits. Ce ne serait pas un problème s’il restait du butin, mais c’est le seul passage vers la zone industrielle et les autres cartes.\nSi on veut y accéder, tu dois sécuriser la gare. Pas besoin de tous les tuer : élimine juste Orel, le chef du secteur.\nAprès ça, je suis sûr qu’ils nous laisseront passer à chaque fois.\nUne fois ce boulot fait, l’Armée Verte te confiera sûrement des missions ; pense à parler à Artemovitch."
"Hmm...the key is ruined but I think it still works.\nTo be safe I will make a few copies and if you lose it you can buy it back from me.Alright Hunter! I think you already know what to do, I have no idea what will be inside the lab nor what you will have to look for but your goal is to find information that can open the way to the nuclear power plant for us.\nCurrently the railroad to the mall is flooded but it was not always so.\nI think it was purposely flooded by the Crimson Corporation a few days after the explosion, evidently they did not want more people to reach the areas around the plant to buy time and get organized.\nAs I said, the laboratory in the makeshift camp was under the control of the Crimson Corporation, so I think it will contain important information for us.\nGood luck!",Quest descriptions,1024,"Hmm… la clé est abîmée, mais je pense qu’elle fonctionne encore.\nPar sécurité, j’en ferai quelques copies, et si tu la perds tu pourras m’en racheter une. Très bien, chasseur ! Je crois que tu sais déjà quoi faire : je n’ai aucune idée de ce qu’il y aura dans le labo ni de ce que tu devras chercher, mais ton objectif est de trouver des infos qui nous ouvriront l’accès à la centrale nucléaire.\nActuellement, la voie ferrée vers le centre commercial est inondée, mais ça n’a pas toujours été le cas.\nJe pense que la Crimson Corporation l’a volontairement inondée quelques jours après l’explosion, pour empêcher plus de monde d’atteindre les abords de la centrale, gagner du temps et s’organiser.\nComme je l’ai dit, le labo du camp de fortune était sous le contrôle de la Crimson Corporation, donc il devrait contenir des informations importantes pour nous.\nBonne chance !"
"Heeeey! The Ghoul slaughterer is back!\nOkay Hunter, now it's time to go deeper into the village and find out more about that crystal.\nBe careful",Quest descriptions,1024,"Hééé ! Le massacreur de goules est de retour !\nBon, chasseur, il est temps d’aller plus loin dans le village et d’en apprendre plus sur ce cristal.\nFais attention."
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,"En allant à la station radio, tu as dû remarquer le bâtiment là-bas, tu as peut-être même essayé d’entrer.\nOn raconte que c’était un ancien labo de la Crimson Corporation.\nL’entrée est verrouillée et il faut une carte d’accès pour entrer ; malheureusement, personne ici n’en a.\nJ’ai donc envoyé mon homme, Marat Loginov, chercher la carte. Il semble en avoir trouvé une endommagée, mais on pourra peut-être la réparer ou en faire une copie.\nIl opère dans la zone industrielle ; il a une petite base au nord-ouest, parmi les wagons abandonnés. Je n’ai pas eu de nouvelles depuis des jours, mais ce n’est pas inhabituel.\nRends-toi dans la zone industrielle, trouve-le et rapporte-moi la carte."
"Strange electrical anomalies you say? Damn!\nWe need to repair that radio tower Hunter, it will allow us to get news from the surrounding areas.\nDon't worry about the anomalies, I'm sure anything that moves can be killed eheh.\nI will also give you the repair kit, the tower is located inside the fence in the northwest part.\nGood luck!",Quest descriptions,1024,"Des anomalies électriques étranges, tu dis ? Mince !\nIl faut réparer ce pylône radio, chasseur : ça nous permettra de recevoir des nouvelles des environs.\nNe t’en fais pas pour les anomalies, tout ce qui bouge peut être tué, héhé.\nJe te donne aussi le kit de réparation. La tour est à l’intérieur de l’enceinte, au nord-ouest.\nBonne chance !"
The radio tower,Quest names,64,La tour radio
"It is time to repair the radio tower in the makeshift camp.\nFirst of all, I would ask you to inspect the radio station. You've probably already noticed all those strange electrical anomalies in the area.\nThe good news is that they can apparently be killed, but that doesn't concern you right now.\nWhat you need to do is find the location of the radio station, which should be easy to find on the map as it is a paved area, and inspect the entrance.\nSee if those strange anomalies are still there.",Quest descriptions,1024,"Il est temps de réparer la tour radio du camp de fortune.\nD’abord, je veux que tu inspectes la station radio. Tu as sûrement déjà remarqué ces étranges anomalies électriques dans le secteur.\nLa bonne nouvelle, c’est qu’on peut apparemment les tuer, mais ce n’est pas ton souci pour l’instant.\nRepère l’emplacement de la station radio — facile à voir sur la carte, c’est une zone asphaltée — et examine l’entrée.\nVérifie si ces anomalies étranges sont toujours là."
Locate the radio tower,Quest objectives,128,Localiser la tour radio
Necessary components,Quest names,64,Composants nécessaires
"We need some electronic equipment so try to accumulate as much as possible.\nFor now we are still inspecting the antenna but we have already noticed that some of the electrical wires are damaged and we need to replace them, so bring me some new ones.",Quest descriptions,1024,"Il nous faut du matériel électronique, accumule autant que possible.\nPour l’instant, on inspecte encore l’antenne, mais on a déjà vu que certains câbles électriques sont endommagés et doivent être remplacés. Apporte‑moi des câbles neufs."
Find 8 wires,Quest objectives,128,Trouver 8 câbles
Upgrade,Quest names,64,Amélioration
Are you in for a hunt for electrical components?\nWe are thinking of upgrading my station and need parts.,Quest descriptions,1024,Partant pour chasser des composants électriques ?\nOn pense améliorer ma station et il nous faut des pièces.
Find 8 wires,Quest objectives,128,Trouver 8 câbles
Fix the radio tower,Quest names,64,Réparer la tour radio
"Looks like those anomalies are still in the radio station.\nWell, Hunter, you're going to have to fight your way through.\nWhat you need to do is repair the radio tower outside, it's the red and white one with horizontal stripes.\nDon't forget to buy the repair kit from me!",Quest descriptions,1024,"On dirait que ces anomalies sont toujours dans la station radio.\nEh bien, Chasseur, il va falloir te frayer un chemin.\nTu dois réparer la tour radio à l’extérieur, la rouge et blanche à bandes horizontales.\nN’oublie pas d’acheter le kit de réparation chez moi !"
Fix the radio tower,Quest objectives,128,Réparer la tour radio
Medikit,Quest names,64,Trousse de soins
"Hey Hunter!\nI'm running low on medikits, so try to get some during your hunts.\nDon't worry, I'll pay you.",Quest descriptions,1024,"Hé, Chasseur !\nJe manque de trousses de soins, ramènes-en pendant tes chasses.\nT’inquiète, je paie."
Find 15 scrap med,Quest objectives,128,Trouver 15 médocs usés
Tons of meds!,Quest names,64,Des tonnes de médocs !
"Listen, Hunter, there's always a need for medikits here so if you want to bring me more I'll make sure I pay you well.",Quest descriptions,1024,"Écoute, Chasseur, on a toujours besoin de trousses de soins ici. Si tu m’en apportes d’autres, je te paierai bien."
Find 50 scrap med,Quest objectives,128,Trouver 50 médocs usés
Radiation effect,Quest names,64,Effet de la radiation
"I would like to examine the effect of radiation on the human body.\nTo do this I need someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.",Quest descriptions,1024,"Je voudrais étudier l’effet de la radiation sur le corps humain.\nIl me faut quelqu’un prêt à encaisser une forte dose et à me décrire les symptômes.\nFais pas cette tête, Chasseur. Je ne te le demande pas, mais si tu veux être payé pour un boulot simple, le voilà.\nTu dois atteindre le niveau de radiation orange."
Reach orange lvl of radiation,Quest objectives,128,Atteindre le niveau de radiation orange
Laboratory p.1,Quest names,64,Laboratoire p.1
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one and I don't think the Crimson Corporation will give us one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,"Quand tu es allé à la station radio, tu as dû remarquer le bâtiment là-bas. Tu as peut-être même essayé d’y entrer.\nOn raconte que c’était un ancien labo de la Crimson Corporation.\nL’entrée est verrouillée et il faut une carte d’accès pour entrer. Malheureusement, personne ici n’en a, et je doute que la Crimson Corporation nous en donne une.\nJ’ai donc envoyé mon gars, Marat Loginov, chercher la clé. Il semble en avoir trouvé une endommagée, mais on pourra peut-être la réparer ou en faire une copie.\nMon homme opère dans la zone industrielle. Il a une petite planque au nord-ouest, parmi les wagons abandonnés. Je n’ai pas eu de nouvelles depuis des jours, mais ce n’est pas inhabituel.\nRends-toi dans la zone industrielle, trouve-le et rapporte-moi la clé."
